path,label
rock/rock_25.jpg,rock
rock/rock_60.jpg,rock
rock/rock_36.jpg,rock
rock/rock_35.jpg,rock
rock/rock_94.jpg,rock
rock/rock_11.jpg,rock
rock/rock_82.jpg,rock
rock/rock_83.jpg,rock
rock/rock_38.jpg,rock
rock/rock_64.jpg,rock
rock/rock_18.jpg,rock
rock/rock_42.jpg,rock
rock/rock_61.jpg,rock
rock/rock_71.jpg,rock
rock/rock_3.jpg,rock
rock/rock_5.jpg,rock
rock/rock_47.jpg,rock
rock/rock_73.jpg,rock
rock/rock_95.jpg,rock
rock/rock_23.jpg,rock
rock/rock_32.jpg,rock
rock/rock_10.jpg,rock
rock/rock_76.jpg,rock
rock/rock_93.jpg,rock
rock/rock_9.jpg,rock
rock/rock_91.jpg,rock
rock/rock_2.jpg,rock
rock/rock_58.jpg,rock
rock/rock_44.jpg,rock
rock/rock_31.jpg,rock
rock/rock_46.jpg,rock
rock/rock_88.jpg,rock
rock/rock_85.jpg,rock
rock/rock_67.jpg,rock
rock/rock_75.jpg,rock
rock/rock_99.jpg,rock
rock/rock_78.jpg,rock
rock/rock_45.jpg,rock
rock/rock_77.jpg,rock
rock/rock_50.jpg,rock
rock/rock_98.jpg,rock
rock/rock_74.jpg,rock
rock/rock_0.jpg,rock
rock/rock_51.jpg,rock
rock/rock_14.jpg,rock
rock/rock_57.jpg,rock
rock/rock_79.jpg,rock
rock/rock_72.jpg,rock
rock/rock_62.jpg,rock
rock/rock_84.jpg,rock
paper/paper_73.jpg,paper
paper/paper_41.jpg,paper
paper/paper_51.jpg,paper
paper/paper_72.jpg,paper
paper/paper_3.jpg,paper
paper/paper_93.jpg,paper
paper/paper_48.jpg,paper
paper/paper_46.jpg,paper
paper/paper_36.jpg,paper
paper/paper_49.jpg,paper
paper/paper_81.jpg,paper
paper/paper_7.jpg,paper
paper/paper_0.jpg,paper
paper/paper_21.jpg,paper
paper/paper_90.jpg,paper
paper/paper_29.jpg,paper
paper/paper_66.jpg,paper
paper/paper_19.jpg,paper
paper/paper_31.jpg,paper
paper/paper_16.jpg,paper
paper/paper_52.jpg,paper
paper/paper_96.jpg,paper
paper/paper_47.jpg,paper
paper/paper_33.jpg,paper
paper/paper_71.jpg,paper
paper/paper_23.jpg,paper
paper/paper_79.jpg,paper
paper/paper_54.jpg,paper
paper/paper_1.jpg,paper
paper/paper_59.jpg,paper
paper/paper_6.jpg,paper
paper/paper_83.jpg,paper
paper/paper_27.jpg,paper
paper/paper_95.jpg,paper
paper/paper_38.jpg,paper
paper/paper_97.jpg,paper
paper/paper_40.jpg,paper
paper/paper_65.jpg,paper
paper/paper_78.jpg,paper
paper/paper_57.jpg,paper
paper/paper_64.jpg,paper
paper/paper_10.jpg,paper
paper/paper_80.jpg,paper
paper/paper_99.jpg,paper
paper/paper_20.jpg,paper
paper/paper_2.jpg,paper
paper/paper_86.jpg,paper
paper/paper_60.jpg,paper
paper/paper_12.jpg,paper
paper/paper_53.jpg,paper
scissors/scissors_11.jpg,scissors
scissors/scissors_21.jpg,scissors
scissors/scissors_81.jpg,scissors
scissors/scissors_40.jpg,scissors
scissors/scissors_98.jpg,scissors
scissors/scissors_7.jpg,scissors
scissors/scissors_95.jpg,scissors
scissors/scissors_80.jpg,scissors
scissors/scissors_99.jpg,scissors
scissors/scissors_39.jpg,scissors
scissors/scissors_27.jpg,scissors
scissors/scissors_44.jpg,scissors
scissors/scissors_87.jpg,scissors
scissors/scissors_30.jpg,scissors
scissors/scissors_77.jpg,scissors
scissors/scissors_33.jpg,scissors
scissors/scissors_26.jpg,scissors
scissors/scissors_57.jpg,scissors
scissors/scissors_90.jpg,scissors
scissors/scissors_74.jpg,scissors
scissors/scissors_83.jpg,scissors
scissors/scissors_56.jpg,scissors
scissors/scissors_68.jpg,scissors
scissors/scissors_58.jpg,scissors
scissors/scissors_96.jpg,scissors
scissors/scissors_55.jpg,scissors
scissors/scissors_14.jpg,scissors
scissors/scissors_82.jpg,scissors
scissors/scissors_36.jpg,scissors
scissors/scissors_88.jpg,scissors
scissors/scissors_67.jpg,scissors
scissors/scissors_66.jpg,scissors
scissors/scissors_35.jpg,scissors
scissors/scissors_42.jpg,scissors
scissors/scissors_86.jpg,scissors
scissors/scissors_12.jpg,scissors
scissors/scissors_32.jpg,scissors
scissors/scissors_89.jpg,scissors
scissors/scissors_53.jpg,scissors
scissors/scissors_78.jpg,scissors
scissors/scissors_2.jpg,scissors
scissors/scissors_71.jpg,scissors
scissors/scissors_34.jpg,scissors
scissors/scissors_46.jpg,scissors
scissors/scissors_50.jpg,scissors
scissors/scissors_69.jpg,scissors
scissors/scissors_65.jpg,scissors
scissors/scissors_8.jpg,scissors
scissors/scissors_48.jpg,scissors
scissors/scissors_43.jpg,scissors
